experiment,model,seed,train_size_run1,test_size_run1,training_seconds_run1,inference_seconds_run1,preprocessing_run1,parameters_run1,accuracy_run1,balanced_accuracy_run1,precision_run1,recall_run1,specificity_run1,f1_run1,mcc_run1,roc_auc_run1,pr_auc_run1,tn_run1,fp_run1,fn_run1,tp_run1,author_printed_recall_run1,author_printed_precision_run1,author_printed_balanced_accuracy_run1,author_printed_f1_run1,train_size_run2,test_size_run2,training_seconds_run2,inference_seconds_run2,preprocessing_run2,parameters_run2,accuracy_run2,balanced_accuracy_run2,precision_run2,recall_run2,specificity_run2,f1_run2,mcc_run2,roc_auc_run2,pr_auc_run2,tn_run2,fp_run2,fn_run2,tp_run2,author_printed_recall_run2,author_printed_precision_run2,author_printed_balanced_accuracy_run2,author_printed_f1_run2,accuracy_delta,balanced_accuracy_delta,precision_delta,recall_delta,specificity_delta,f1_delta,mcc_delta,roc_auc_delta,pr_auc_delta
A_author_cleaned_code_grid,LightGBM,0,271,68,0.0210020000004078,0.000698583000485,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9558823529411764,0.9542284219703574,0.9473684210526316,0.972972972972973,0.935483870967742,0.96,0.911241697378115,0.996512641673932,0.9971915235073128,29,2,1,36,0.9666666666666668,0.935483870967742,0.9570175438596492,0.9508196721311476,271,68,0.0209738339981413,0.0007267909968504,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9558823529411764,0.9542284219703574,0.9473684210526316,0.972972972972973,0.935483870967742,0.96,0.911241697378115,0.996512641673932,0.9971915235073128,29,2,1,36,0.9666666666666668,0.935483870967742,0.9570175438596492,0.9508196721311476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_author_cleaned_code_grid,LightGBM,1,271,68,0.0210117920005359,0.0007221669993668,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9558823529411764,0.9568439407149084,0.9375,0.967741935483871,0.945945945945946,0.9523809523809524,0.911702895636428,0.992153443766347,0.9907383485965422,35,2,1,30,0.9722222222222222,0.945945945945946,0.9548611111111112,0.958904109589041,271,68,0.0212628750014118,0.0008441669997409,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9558823529411764,0.9568439407149084,0.9375,0.967741935483871,0.945945945945946,0.9523809523809524,0.911702895636428,0.992153443766347,0.9907383485965422,35,2,1,30,0.9722222222222222,0.945945945945946,0.9548611111111112,0.958904109589041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_author_cleaned_code_grid,LightGBM,2,271,68,0.0203380419998211,0.0006929160008439,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9411764705882352,0.9403508771929824,0.9333333333333332,0.9333333333333332,0.9473684210526316,0.9333333333333332,0.8807017543859649,0.9842105263157894,0.9837767210971232,36,2,2,28,0.9473684210526316,0.9473684210526316,0.9403508771929824,0.9473684210526316,271,68,0.0204730830009793,0.0008684580025146,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9411764705882352,0.9403508771929824,0.9333333333333332,0.9333333333333332,0.9473684210526316,0.9333333333333332,0.8807017543859649,0.9842105263157894,0.9837767210971232,36,2,2,28,0.9473684210526316,0.9473684210526316,0.9403508771929824,0.9473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_author_cleaned_code_grid,LightGBM,3,271,68,0.0202122500004406,0.00066629200046,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9558823529411764,0.9558823529411764,0.9428571428571428,0.9705882352941176,0.9411764705882352,0.9565217391304348,0.9121593238215746,0.9965397923875432,0.9967502104180306,32,2,1,33,0.9696969696969696,0.9411764705882352,0.9562770562770564,0.9552238805970148,271,68,0.020981292000215,0.0008377920021302,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9558823529411764,0.9558823529411764,0.9428571428571428,0.9705882352941176,0.9411764705882352,0.9565217391304348,0.9121593238215746,0.9965397923875432,0.9967502104180306,32,2,1,33,0.9696969696969696,0.9411764705882352,0.9562770562770564,0.9552238805970148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_author_cleaned_code_grid,LightGBM,4,271,68,0.0197604169998157,0.0006381249995683,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.8823529411764706,0.9922145328719724,0.9930496106966696,32,2,2,32,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,271,68,0.020584540994605,0.0007643330027349,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.8823529411764706,0.9922145328719724,0.9930496106966696,32,2,2,32,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_author_cleaned_code_grid,LightGBM,5,271,68,0.0193573329997889,0.0006279999997786,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9264705882352942,0.9264705882352942,0.9142857142857144,0.9411764705882352,0.9117647058823528,0.927536231884058,0.8533103351879247,0.9749134948096888,0.9735224902146786,31,3,2,32,0.9393939393939394,0.9117647058823528,0.9268398268398268,0.9253731343283582,271,68,0.0198403750036959,0.000817583000753,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9264705882352942,0.9264705882352942,0.9142857142857144,0.9411764705882352,0.9117647058823528,0.927536231884058,0.8533103351879247,0.9749134948096888,0.9735224902146786,31,3,2,32,0.9393939393939394,0.9117647058823528,0.9268398268398268,0.9253731343283582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_author_cleaned_code_grid,LightGBM,6,271,68,0.0199412499996469,0.0006220000004759,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9558823529411764,0.9554112554112556,0.96875,0.9393939393939394,0.9714285714285714,0.953846153846154,0.9120077065233916,0.9956709956709956,0.9958057230784504,34,1,2,31,0.9444444444444444,0.9714285714285714,0.9565972222222222,0.9577464788732394,271,68,0.0212431660038419,0.0008751249988563,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9558823529411764,0.9554112554112556,0.96875,0.9393939393939394,0.9714285714285714,0.953846153846154,0.9120077065233916,0.9956709956709956,0.9958057230784504,34,1,2,31,0.9444444444444444,0.9714285714285714,0.9565972222222222,0.9577464788732394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_author_cleaned_code_grid,LightGBM,7,271,68,0.0195519589997275,0.0006193749995873,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9117647058823528,0.9108225108225108,0.935483870967742,0.8787878787878788,0.9428571428571428,0.90625,0.8245054133135634,0.9826839826839826,0.9802313368249248,33,2,4,29,0.8918918918918919,0.9428571428571428,0.9136878814298168,0.9166666666666666,271,68,0.0203047090035397,0.0007692919971304,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9117647058823528,0.9108225108225108,0.935483870967742,0.8787878787878788,0.9428571428571428,0.90625,0.8245054133135634,0.9826839826839826,0.9802313368249248,33,2,4,29,0.8918918918918919,0.9428571428571428,0.9136878814298168,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_author_cleaned_code_grid,LightGBM,8,271,68,0.0192246249998788,0.0006062499996914,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9411764705882352,0.9403508771929824,0.9333333333333332,0.9333333333333332,0.9473684210526316,0.9333333333333332,0.8807017543859649,0.9859649122807016,0.9845667095667096,36,2,2,28,0.9473684210526316,0.9473684210526316,0.9403508771929824,0.9473684210526316,271,68,0.020224790998327,0.0008888330048648,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9411764705882352,0.9403508771929824,0.9333333333333332,0.9333333333333332,0.9473684210526316,0.9333333333333332,0.8807017543859649,0.9859649122807016,0.9845667095667096,36,2,2,28,0.9473684210526316,0.9473684210526316,0.9403508771929824,0.9473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_author_cleaned_code_grid,LightGBM,9,271,68,0.0192337080006836,0.0006643750002695,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9117647058823528,0.9186560565870912,0.9714285714285714,0.8717948717948718,0.9655172413793104,0.918918918918919,0.8285670994238042,0.9752431476569408,0.9784713285307186,28,1,5,34,0.8484848484848485,0.9655172413793104,0.90995670995671,0.9032258064516128,271,68,0.0206302500009769,0.0007513329983339,none,"{""boosting"": ""gbdt"", ""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 1, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 40, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""binary"", ""random_state"": null, ""reg_alpha"": 0.0, ""reg_lambda"": 0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbose"": -1}",0.9117647058823528,0.9186560565870912,0.9714285714285714,0.8717948717948718,0.9655172413793104,0.918918918918919,0.8285670994238042,0.9752431476569408,0.9784713285307186,28,1,5,34,0.8484848484848485,0.9655172413793104,0.90995670995671,0.9032258064516128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_author_cleaned_code_grid,RF,0,271,68,0.2020237500000803,0.0380319169998983,none,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""log2"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 320, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": null, ""verbose"": 0, ""warm_start"": false}",0.9264705882352942,0.9298169136878814,0.9705882352941176,0.8918918918918919,0.967741935483871,0.9295774647887324,0.8562809632683642,0.976460331299041,0.982205729322602,30,1,4,33,0.8823529411764706,0.967741935483871,0.9264705882352942,0.9230769230769232,271,68,0.2468162500008475,0.0421827919999486,none,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 480, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": null, ""verbose"": 0, ""warm_start"": false}",0.9117647058823528,0.911072362685266,0.918918918918919,0.918918918918919,0.9032258064516128,0.918918918918919,0.8221447253705318,0.979075850043592,0.984116824787694,28,3,3,34,0.9032258064516128,0.9032258064516128,0.911072362685266,0.9032258064516128,-0.014705882352941346,-0.018744551002615406,-0.05166931637519867,0.027027027027027084,-0.06451612903225823,-0.010658545869813407,-0.03413623789783238,0.0026155187445510153,0.0019110954650920497
A_author_cleaned_code_grid,RF,1,271,68,0.1955561249997117,0.0530211670002245,none,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""log2"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 320, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": null, ""verbose"": 0, ""warm_start"": false}",0.9705882352941176,0.970357454228422,0.967741935483871,0.967741935483871,0.972972972972973,0.967741935483871,0.940714908456844,0.9991281604184832,0.9989919354838708,36,1,1,30,0.972972972972973,0.972972972972973,0.970357454228422,0.972972972972973,271,68,0.2316752499973517,0.0401497920029214,none,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 480, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": null, ""verbose"": 0, ""warm_start"": false}",0.9705882352941176,0.970357454228422,0.967741935483871,0.967741935483871,0.972972972972973,0.967741935483871,0.940714908456844,0.998256320836966,0.9980449657869012,36,1,1,30,0.972972972972973,0.972972972972973,0.970357454228422,0.972972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008718395815171531,-0.0009469696969696129
A_author_cleaned_code_grid,RF,2,271,68,0.1974131659999329,0.0499760410002636,none,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""log2"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 320, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": null, ""verbose"": 0, ""warm_start"": false}",0.9558823529411764,0.9535087719298244,0.9655172413793104,0.9333333333333332,0.9736842105263158,0.9491525423728814,0.910619216045914,0.9912280701754388,0.9897731937602628,37,1,2,28,0.9487179487179488,0.9736842105263158,0.9571175950486296,0.961038961038961,271,68,0.2456935000009252,0.04289762499684,none,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 480, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": null, ""verbose"": 0, ""warm_start"": false}",0.9558823529411764,0.9535087719298244,0.9655172413793104,0.9333333333333332,0.9736842105263158,0.9491525423728814,0.910619216045914,0.9929824561403509,0.9917870826491516,37,1,2,28,0.9487179487179488,0.9736842105263158,0.9571175950486296,0.961038961038961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017543859649120641,0.0020138888888887596
A_author_cleaned_code_grid,RF,3,271,68,0.1855438339998727,0.0446547920000739,none,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""log2"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 320, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": null, ""verbose"": 0, ""warm_start"": false}",0.9558823529411764,0.9558823529411764,1.0,0.9117647058823528,1.0,0.953846153846154,0.9153348228041136,0.990484429065744,0.9917988289580828,34,0,3,31,0.918918918918919,1.0,0.9594594594594594,0.9577464788732394,271,68,0.2248911250062519,0.0283347500007948,none,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 480, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": null, ""verbose"": 0, ""warm_start"": false}",0.9705882352941176,0.9705882352941176,1.0,0.9411764705882352,1.0,0.9696969696969696,0.9428090415820634,0.995674740484429,0.9962292609351432,34,0,2,32,0.9444444444444444,1.0,0.9722222222222222,0.9714285714285714,0.014705882352941235,0.014705882352941235,0.0,0.02941176470588236,0.0,0.015850815850815603,0.027474218777949755,0.00519031141868509,0.0044304319770603895
A_author_cleaned_code_grid,RF,4,271,68,0.1743387919996166,0.0451433749994976,none,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""log2"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 320, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": null, ""verbose"": 0, ""warm_start"": false}",0.9117647058823528,0.9117647058823528,0.9375,0.8823529411764706,0.9411764705882352,0.9090909090909092,0.8249579113843054,0.9783737024221452,0.980058897053442,32,2,4,30,0.8888888888888888,0.9411764705882352,0.9131944444444444,0.9142857142857144,271,68,0.2468710829998599,0.0365845419946708,none,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 480, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": null, ""verbose"": 0, ""warm_start"": false}",0.9264705882352942,0.9264705882352942,0.9393939393939394,0.9117647058823528,0.9411764705882352,0.9253731343283582,0.8533103351879247,0.9749134948096884,0.9778395713177392,32,2,3,31,0.9142857142857144,0.9411764705882352,0.9268398268398268,0.927536231884058,0.014705882352941346,0.014705882352941346,0.0018939393939394478,0.02941176470588225,0.0,0.016282225237449044,0.028352423803619242,-0.0034602076124568004,-0.002219325735702715
