mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.003235316276550293,0.0005567966819428327,0.0007681369781494141,0.00013204820267803677,0.001,1,linear,1e-05,"{'C': 0.001, 'degree': 1, 'kernel': 'linear', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003008413314819336,0.00032035896993227233,0.0006841421127319336,6.4932042695015e-05,0.001,1,poly,1e-05,"{'C': 0.001, 'degree': 1, 'kernel': 'poly', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003150486946105957,0.00020048273543805777,0.0009790420532226562,8.888526019770689e-05,0.001,1,rbf,1e-05,"{'C': 0.001, 'degree': 1, 'kernel': 'rbf', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0032443761825561523,0.00017090429974244724,0.0007776737213134766,0.00014811255266239894,0.001,1,sigmoid,1e-05,"{'C': 0.001, 'degree': 1, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.002955937385559082,0.0003102306628129276,0.0006418466567993164,6.712086008468188e-05,0.001,3,linear,1e-05,"{'C': 0.001, 'degree': 3, 'kernel': 'linear', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0030605077743530275,0.00027122380717310214,0.0006578445434570312,9.333694871174742e-05,0.001,3,poly,1e-05,"{'C': 0.001, 'degree': 3, 'kernel': 'poly', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003185415267944336,5.411305558041097e-05,0.0009380817413330078,5.4447642087612045e-05,0.001,3,rbf,1e-05,"{'C': 0.001, 'degree': 3, 'kernel': 'rbf', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003169608116149902,4.053172644048892e-05,0.0006269931793212891,2.9225061175268778e-05,0.001,3,sigmoid,1e-05,"{'C': 0.001, 'degree': 3, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.002799701690673828,7.759276156323062e-05,0.0005910158157348633,5.8778419845488527e-05,0.001,5,linear,1e-05,"{'C': 0.001, 'degree': 5, 'kernel': 'linear', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0029467105865478515,4.565005458823751e-05,0.000610804557800293,4.797055872389068e-05,0.001,5,poly,1e-05,"{'C': 0.001, 'degree': 5, 'kernel': 'poly', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003070831298828125,3.969465284859261e-05,0.0009071111679077148,5.211232967839081e-05,0.001,5,rbf,1e-05,"{'C': 0.001, 'degree': 5, 'kernel': 'rbf', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0030668497085571287,6.070364107287905e-05,0.0005968570709228516,2.6733984883617067e-05,0.001,5,sigmoid,1e-05,"{'C': 0.001, 'degree': 5, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0027306079864501953,5.553566620244797e-05,0.0005610942840576172,2.5882903669776335e-05,0.001,7,linear,1e-05,"{'C': 0.001, 'degree': 7, 'kernel': 'linear', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0028143405914306642,9.560964343758141e-05,0.0005807161331176757,4.24690418012943e-05,0.001,7,poly,1e-05,"{'C': 0.001, 'degree': 7, 'kernel': 'poly', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0031585454940795898,5.948363895799498e-05,0.0008978843688964844,2.6538461893738517e-05,0.001,7,rbf,1e-05,"{'C': 0.001, 'degree': 7, 'kernel': 'rbf', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0032134056091308594,0.00011443048668050841,0.0006944179534912109,0.00012707286204979601,0.001,7,sigmoid,1e-05,"{'C': 0.001, 'degree': 7, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.00282135009765625,0.00013008337913953256,0.000595998764038086,4.106254608822523e-05,0.001,9,linear,1e-05,"{'C': 0.001, 'degree': 9, 'kernel': 'linear', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.002923321723937988,7.089840983766164e-05,0.0006021976470947266,2.8715100410312943e-05,0.001,9,poly,1e-05,"{'C': 0.001, 'degree': 9, 'kernel': 'poly', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003191709518432617,0.00018198885420478718,0.0009897947311401367,0.00013917394314420892,0.001,9,rbf,1e-05,"{'C': 0.001, 'degree': 9, 'kernel': 'rbf', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0032310962677001955,4.931563680557257e-05,0.0007025480270385742,0.0001318023556810229,0.001,9,sigmoid,1e-05,"{'C': 0.001, 'degree': 9, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0025603055953979494,8.20725995530093e-05,0.0005569219589233399,4.732178781416895e-05,0.01,1,linear,1e-05,"{'C': 0.01, 'degree': 1, 'kernel': 'linear', 'tol': 1e-05}",0.5609681940050744,0.5976143046671969,0.7905694150420948,0.6324555320336759,0.6733804983414345,0.576556660197055,0.7959171834405434,0.7337993857053428,0.7337993857053428,0.6139406135149205,0.670900117265268,0.0830347475873141,184
0.0027132749557495115,2.9934599101306936e-05,0.0005581378936767578,3.100560059824285e-05,0.01,1,poly,1e-05,"{'C': 0.01, 'degree': 1, 'kernel': 'poly', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0034358978271484377,0.00015077251633186642,0.0009788036346435546,4.6662018371100466e-05,0.01,1,rbf,1e-05,"{'C': 0.01, 'degree': 1, 'kernel': 'rbf', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003201603889465332,8.524544520706215e-05,0.0006481170654296875,7.030277875208881e-05,0.01,1,sigmoid,1e-05,"{'C': 0.01, 'degree': 1, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.002538728713989258,7.441859290762139e-05,0.0005470991134643554,3.912042053847958e-05,0.01,3,linear,1e-05,"{'C': 0.01, 'degree': 3, 'kernel': 'linear', 'tol': 1e-05}",0.5609681940050744,0.5976143046671969,0.7905694150420948,0.6324555320336759,0.6733804983414345,0.576556660197055,0.7959171834405434,0.7337993857053428,0.7337993857053428,0.6139406135149205,0.670900117265268,0.0830347475873141,184
0.003132152557373047,0.0001779984571365804,0.0006371974945068359,4.8550500110765335e-05,0.01,3,poly,1e-05,"{'C': 0.01, 'degree': 3, 'kernel': 'poly', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0033816099166870117,5.087701090032497e-05,0.0009865283966064454,5.175482529328516e-05,0.01,3,rbf,1e-05,"{'C': 0.01, 'degree': 3, 'kernel': 'rbf', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003363156318664551,0.00020606324694689935,0.0006779193878173828,7.184317329932596e-05,0.01,3,sigmoid,1e-05,"{'C': 0.01, 'degree': 3, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.002588701248168945,9.711750724171955e-05,0.0005794763565063477,7.161700841745222e-05,0.01,5,linear,1e-05,"{'C': 0.01, 'degree': 5, 'kernel': 'linear', 'tol': 1e-05}",0.5609681940050744,0.5976143046671969,0.7905694150420948,0.6324555320336759,0.6733804983414345,0.576556660197055,0.7959171834405434,0.7337993857053428,0.7337993857053428,0.6139406135149205,0.670900117265268,0.0830347475873141,184
0.0029476404190063475,5.410274436603386e-05,0.0006038188934326172,2.9295464012321662e-05,0.01,5,poly,1e-05,"{'C': 0.01, 'degree': 5, 'kernel': 'poly', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003378939628601074,0.00016663299640352168,0.00099029541015625,7.456170464720203e-05,0.01,5,rbf,1e-05,"{'C': 0.01, 'degree': 5, 'kernel': 'rbf', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003245258331298828,7.440571355928447e-05,0.0006457090377807618,4.639457085031705e-05,0.01,5,sigmoid,1e-05,"{'C': 0.01, 'degree': 5, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.002667355537414551,0.00011141191017110573,0.0005704641342163086,5.305989810069428e-05,0.01,7,linear,1e-05,"{'C': 0.01, 'degree': 7, 'kernel': 'linear', 'tol': 1e-05}",0.5609681940050744,0.5976143046671969,0.7905694150420948,0.6324555320336759,0.6733804983414345,0.576556660197055,0.7959171834405434,0.7337993857053428,0.7337993857053428,0.6139406135149205,0.670900117265268,0.0830347475873141,184
0.003074336051940918,0.00012118936452171287,0.0006602048873901367,8.088129883210766e-05,0.01,7,poly,1e-05,"{'C': 0.01, 'degree': 7, 'kernel': 'poly', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0032381057739257813,0.00012272111812269195,0.000926971435546875,4.889813355241396e-05,0.01,7,rbf,1e-05,"{'C': 0.01, 'degree': 7, 'kernel': 'rbf', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0031978130340576173,6.833986499933363e-05,0.0006443023681640625,3.735300158009837e-05,0.01,7,sigmoid,1e-05,"{'C': 0.01, 'degree': 7, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0026159286499023438,4.8614594783622486e-05,0.0005465269088745118,3.3860651138754824e-05,0.01,9,linear,1e-05,"{'C': 0.01, 'degree': 9, 'kernel': 'linear', 'tol': 1e-05}",0.5609681940050744,0.5976143046671969,0.7905694150420948,0.6324555320336759,0.6733804983414345,0.576556660197055,0.7959171834405434,0.7337993857053428,0.7337993857053428,0.6139406135149205,0.670900117265268,0.0830347475873141,184
0.0030349254608154296,8.15556186092812e-05,0.00062255859375,3.634453320309262e-05,0.01,9,poly,1e-05,"{'C': 0.01, 'degree': 9, 'kernel': 'poly', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003221893310546875,5.2453192785926614e-05,0.0009175300598144531,5.025354663620458e-05,0.01,9,rbf,1e-05,"{'C': 0.01, 'degree': 9, 'kernel': 'rbf', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003171539306640625,5.857524790806569e-05,0.0006253719329833984,3.232537442243615e-05,0.01,9,sigmoid,1e-05,"{'C': 0.01, 'degree': 9, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.00166628360748291,5.052814233661844e-05,0.0004565954208374023,3.131252960829308e-05,0.1,1,linear,1e-05,"{'C': 0.1, 'degree': 1, 'kernel': 'linear', 'tol': 1e-05}",0.8640638488223129,0.8618916073713346,0.85,0.7753298418327284,0.9281909617845143,0.9285714285714286,0.6298438669252061,0.9285714285714286,0.9281909617845143,0.9281909617845143,0.8622844907447982,0.09141273914615215,117
0.0028295278549194335,7.936964524899603e-05,0.0006037473678588868,7.338251591564711e-05,0.1,1,poly,1e-05,"{'C': 0.1, 'degree': 1, 'kernel': 'poly', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.003196382522583008,6.521968012628389e-05,0.000935673713684082,3.966904728558537e-05,0.1,1,rbf,1e-05,"{'C': 0.1, 'degree': 1, 'kernel': 'rbf', 'tol': 1e-05}",0.20672455764868078,0.21926450482675727,0.21926450482675727,0.3952847075210474,0.20351933162035313,0.2935197542821371,0.3668996928526714,0.2935197542821371,0.0,0.2935197542821371,0.24915165621426788,0.10434100457915861,195
0.003138828277587891,0.00012467686019126966,0.0006391286849975586,7.065401342309118e-05,0.1,1,sigmoid,1e-05,"{'C': 0.1, 'degree': 1, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0016958475112915038,9.230706831431492e-05,0.00048143863677978515,6.196021831859451e-05,0.1,3,linear,1e-05,"{'C': 0.1, 'degree': 3, 'kernel': 'linear', 'tol': 1e-05}",0.8640638488223129,0.8618916073713346,0.85,0.7753298418327284,0.9281909617845143,0.9285714285714286,0.6298438669252061,0.9285714285714286,0.9281909617845143,0.9281909617845143,0.8622844907447982,0.09141273914615215,117
0.002963876724243164,0.0001916809815962526,0.0006280422210693359,8.030479972364273e-05,0.1,3,poly,1e-05,"{'C': 0.1, 'degree': 3, 'kernel': 'poly', 'tol': 1e-05}",0.43852900965351455,0.5976143046671969,0.7254762501100117,0.5622440938352591,0.6139406135149205,0.6139406135149205,0.6733804983414345,0.7337993857053428,0.2935197542821371,0.4947274449181537,0.5747171968542892,0.12866401017366516,189
0.003214597702026367,4.5761463600197136e-05,0.0009404897689819336,2.928941920212367e-05,0.1,3,rbf,1e-05,"{'C': 0.1, 'degree': 3, 'kernel': 'rbf', 'tol': 1e-05}",0.20672455764868078,0.21926450482675727,0.21926450482675727,0.3952847075210474,0.20351933162035313,0.2935197542821371,0.3668996928526714,0.2935197542821371,0.0,0.2935197542821371,0.24915165621426788,0.10434100457915861,195
0.0031975507736206055,7.669175638717674e-05,0.0006267309188842773,3.417712659959776e-05,0.1,3,sigmoid,1e-05,"{'C': 0.1, 'degree': 3, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.001669597625732422,6.891507897007229e-05,0.0004759073257446289,7.954748980834701e-05,0.1,5,linear,1e-05,"{'C': 0.1, 'degree': 5, 'kernel': 'linear', 'tol': 1e-05}",0.8640638488223129,0.8618916073713346,0.85,0.7753298418327284,0.9281909617845143,0.9285714285714286,0.6298438669252061,0.9285714285714286,0.9281909617845143,0.9281909617845143,0.8622844907447982,0.09141273914615215,117
0.0028749942779541016,0.0002800030506598201,0.0006037473678588868,4.88667421537943e-05,0.1,5,poly,1e-05,"{'C': 0.1, 'degree': 5, 'kernel': 'poly', 'tol': 1e-05}",0.7392960871352163,0.6614378277661477,0.7905694150420948,0.6324555320336759,0.7337993857053428,0.6424188694912957,0.6298438669252061,0.7095968730749328,0.7959171834405434,0.6733804983414345,0.7008715538955891,0.05930377190093763,183
0.0032665252685546873,0.00010262571472230502,0.0009505987167358398,6.049402928180315e-05,0.1,5,rbf,1e-05,"{'C': 0.1, 'degree': 5, 'kernel': 'rbf', 'tol': 1e-05}",0.20672455764868078,0.21926450482675727,0.21926450482675727,0.3952847075210474,0.20351933162035313,0.2935197542821371,0.3668996928526714,0.2935197542821371,0.0,0.2935197542821371,0.24915165621426788,0.10434100457915861,195
0.003427433967590332,0.0002840111335262448,0.0007562637329101562,0.0001585490721492758,0.1,5,sigmoid,1e-05,"{'C': 0.1, 'degree': 5, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0017327308654785157,0.00011480918876535533,0.0004812479019165039,5.187368640815319e-05,0.1,7,linear,1e-05,"{'C': 0.1, 'degree': 7, 'kernel': 'linear', 'tol': 1e-05}",0.8640638488223129,0.8618916073713346,0.85,0.7753298418327284,0.9281909617845143,0.9285714285714286,0.6298438669252061,0.9285714285714286,0.9281909617845143,0.9281909617845143,0.8622844907447982,0.09141273914615215,117
0.0027209043502807615,4.757702932691571e-05,0.0005893468856811524,4.115500409004812e-05,0.1,7,poly,1e-05,"{'C': 0.1, 'degree': 7, 'kernel': 'poly', 'tol': 1e-05}",0.8006407690254357,0.8574929257125441,0.7753298418327284,0.6324555320336759,0.7959171834405434,0.7790174143548602,0.6298438669252061,0.7802197802197802,0.8604560508152728,0.6733804983414345,0.7584753862701482,0.08014450347796268,171
0.0031917572021484377,3.3953819248308974e-05,0.0009409189224243164,4.599850742208116e-05,0.1,7,rbf,1e-05,"{'C': 0.1, 'degree': 7, 'kernel': 'rbf', 'tol': 1e-05}",0.20672455764868078,0.21926450482675727,0.21926450482675727,0.3952847075210474,0.20351933162035313,0.2935197542821371,0.3668996928526714,0.2935197542821371,0.0,0.2935197542821371,0.24915165621426788,0.10434100457915861,195
0.0033459901809692384,0.00018308045947873454,0.0006533384323120118,4.7298190160262753e-05,0.1,7,sigmoid,1e-05,"{'C': 0.1, 'degree': 7, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0017390012741088866,0.00010329620519475783,0.0004853487014770508,7.052952309266374e-05,0.1,9,linear,1e-05,"{'C': 0.1, 'degree': 9, 'kernel': 'linear', 'tol': 1e-05}",0.8640638488223129,0.8618916073713346,0.85,0.7753298418327284,0.9281909617845143,0.9285714285714286,0.6298438669252061,0.9285714285714286,0.9281909617845143,0.9281909617845143,0.8622844907447982,0.09141273914615215,117
0.0029040813446044923,0.0002502964118919367,0.000590062141418457,3.268290894471735e-05,0.1,9,poly,1e-05,"{'C': 0.1, 'degree': 9, 'kernel': 'poly', 'tol': 1e-05}",0.8640638488223129,0.7753298418327284,0.7753298418327284,0.7753298418327284,0.7959171834405434,0.8516483516483516,0.6298438669252061,0.7127180599416806,0.8604560508152728,0.7337993857053428,0.7774436272796896,0.06937942854368066,170
0.0032457828521728514,0.00016427842191206983,0.0009858846664428712,0.00010636148895438629,0.1,9,rbf,1e-05,"{'C': 0.1, 'degree': 9, 'kernel': 'rbf', 'tol': 1e-05}",0.20672455764868078,0.21926450482675727,0.21926450482675727,0.3952847075210474,0.20351933162035313,0.2935197542821371,0.3668996928526714,0.2935197542821371,0.0,0.2935197542821371,0.24915165621426788,0.10434100457915861,195
0.003181147575378418,5.054485685406692e-05,0.0006541013717651367,5.36121961824001e-05,0.1,9,sigmoid,1e-05,"{'C': 0.1, 'degree': 9, 'kernel': 'sigmoid', 'tol': 1e-05}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.0014054059982299804,5.056756894018233e-05,0.00041620731353759767,2.16155206761828e-05,0.5,1,linear,1e-05,"{'C': 0.5, 'degree': 1, 'kernel': 'linear', 'tol': 1e-05}",0.9302605094190635,0.8618916073713346,0.9270248108869579,0.7753298418327284,0.9281909617845143,0.9285714285714286,0.8516483516483516,0.8618916073713346,0.8516483516483516,0.9281909617845143,0.884464843231858,0.04976075398396833,28
0.0025906085968017576,0.00010459919509688462,0.0005603790283203125,2.7601252543916835e-05,0.5,1,poly,1e-05,"{'C': 0.5, 'degree': 1, 'kernel': 'poly', 'tol': 1e-05}",0.6793662204867575,0.7905694150420948,0.8574929257125441,0.6324555320336759,0.7337993857053428,0.7095968730749328,0.6298438669252061,0.7959171834405434,0.7337993857053428,0.6733804983414345,0.7236221286467874,0.07044308543712727,172
0.0026094913482666016,6.014219123309758e-05,0.0007847309112548828,2.966394724890527e-05,0.5,1,rbf,1e-05,"{'C': 0.5, 'degree': 1, 'kernel': 'rbf', 'tol': 1e-05}",0.8006407690254357,0.9270248108869579,0.7753298418327284,0.7753298418327284,0.7959171834405434,0.7790174143548602,0.6298438669252061,0.8516483516483516,0.9281909617845143,0.6733804983414345,0.793632354007276,0.09027208784823583,164
0.003415489196777344,0.0002001631874711157,0.0007047414779663086,6.07084540229021e-05,0.5,1,sigmoid,1e-05,"{'C': 0.5, 'degree': 1, 'kernel': 'sigmoid', 'tol': 1e-05}",0.43852900965351455,0.5976143046671969,0.5330017908890261,0.4913538149119954,0.5547001962252291,0.4327712674146304,0.4327712674146304,0.7337993857053428,0.20351933162035313,0.4947274449181537,0.49127878134200725,0.1297431189130158,190
0.0014511585235595704,3.299995641797641e-05,0.0004492759704589844,2.9978081280201326e-05,0.5,3,linear,1e-05,"{'C': 0.5, 'degree': 3, 'kernel': 'linear', 'tol': 1e-05}",0.9302605094190635,0.8618916073713346,0.9270248108869579,0.7753298418327284,0.9281909617845143,0.9285714285714286,0.8516483516483516,0.8618916073713346,0.8516483516483516,0.9281909617845143,0.884464843231858,0.04976075398396833,28
0.002239704132080078,7.072091479367754e-05,0.0005622148513793945,5.0325802334573295e-05,0.5,3,poly,1e-05,"{'C': 0.5, 'degree': 3, 'kernel': 'poly', 'tol': 1e-05}",0.9302605094190635,0.9270248108869579,0.85,0.7753298418327284,0.7959171834405434,0.9285714285714286,0.6298438669252061,0.8516483516483516,0.9281909617845143,0.7337993857053428,0.8350586340214136,0.09638673607278596,147
0.002725648880004883,3.603415844191329e-05,0.0008356094360351563,4.798197450046936e-05,0.5,3,rbf,1e-05,"{'C': 0.5, 'degree': 3, 'kernel': 'rbf', 'tol': 1e-05}",0.8006407690254357,0.9270248108869579,0.7753298418327284,0.7753298418327284,0.7959171834405434,0.7790174143548602,0.6298438669252061,0.8516483516483516,0.9281909617845143,0.6733804983414345,0.793632354007276,0.09027208784823583,164
0.003314828872680664,4.4845539722832435e-05,0.0006705522537231445,4.109374357495378e-05,0.5,3,sigmoid,1e-05,"{'C': 0.5, 'degree': 3, 'kernel': 'sigmoid', 'tol': 1e-05}",0.43852900965351455,0.5976143046671969,0.5330017908890261,0.4913538149119954,0.5547001962252291,0.4327712674146304,0.4327712674146304,0.7337993857053428,0.20351933162035313,0.4947274449181537,0.49127878134200725,0.1297431189130158,190
0.0014250040054321288,4.63361402114945e-05,0.00044124126434326173,5.0872072321943556e-05,0.5,5,linear,1e-05,"{'C': 0.5, 'degree': 5, 'kernel': 'linear', 'tol': 1e-05}",0.9302605094190635,0.8618916073713346,0.9270248108869579,0.7753298418327284,0.9281909617845143,0.9285714285714286,0.8516483516483516,0.8618916073713346,0.8516483516483516,0.9281909617845143,0.884464843231858,0.04976075398396833,28
0.002107858657836914,5.976664462638795e-05,0.0005187034606933594,4.208316877798706e-05,0.5,5,poly,1e-05,"{'C': 0.5, 'degree': 5, 'kernel': 'poly', 'tol': 1e-05}",0.9302605094190635,0.7790174143548602,0.85,0.7753298418327284,0.8604560508152728,0.9285714285714286,0.7032967032967034,0.8516483516483516,0.9281909617845143,0.7959171834405434,0.8402688445163466,0.07277025886466405,146
0.0025962114334106444,4.541170511316926e-05,0.0008020639419555664,3.5521239904612744e-05,0.5,5,rbf,1e-05,"{'C': 0.5, 'degree': 5, 'kernel': 'rbf', 'tol': 1e-05}",0.8006407690254357,0.9270248108869579,0.7753298418327284,0.7753298418327284,0.7959171834405434,0.7790174143548602,0.6298438669252061,0.8516483516483516,0.9281909617845143,0.6733804983414345,0.793632354007276,0.09027208784823583,164
0.0033591747283935546,4.150171046198642e-05,0.0006830930709838867,3.86044444880744e-05,0.5,5,sigmoid,1e-05,"{'C': 0.5, 'degree': 5, 'kernel': 'sigmoid', 'tol': 1e-05}",0.43852900965351455,0.5976143046671969,0.5330017908890261,0.4913538149119954,0.5547001962252291,0.4327712674146304,0.4327712674146304,0.7337993857053428,0.20351933162035313,0.4947274449181537,0.49127878134200725,0.1297431189130158,190
0.0014324188232421875,5.738661404631669e-05,0.00042912960052490237,2.7682737995685952e-05,0.5,7,linear,1e-05,"{'C': 0.5, 'degree': 7, 'kernel': 'linear', 'tol': 1e-05}",0.9302605094190635,0.8618916073713346,0.9270248108869579,0.7753298418327284,0.9281909617845143,0.9285714285714286,0.8516483516483516,0.8618916073713346,0.8516483516483516,0.9281909617845143,0.884464843231858,0.04976075398396833,28
0.002088642120361328,5.68251264871351e-05,0.0005116939544677734,2.1123078806586695e-05,0.5,7,poly,1e-05,"{'C': 0.5, 'degree': 7, 'kernel': 'poly', 'tol': 1e-05}",0.9302605094190635,0.8618916073713346,0.85,0.7,0.9281909617845143,0.9285714285714286,0.7032967032967034,0.8516483516483516,0.9281909617845143,0.9281909617845143,0.8610241485660424,0.085969392466685,122
0.002743029594421387,5.098406691924491e-05,0.0008535146713256836,5.3016428098449555e-05,0.5,7,rbf,1e-05,"{'C': 0.5, 'degree': 7, 'kernel': 'rbf', 'tol': 1e-05}",0.8006407690254357,0.9270248108869579,0.7753298418327284,0.7753298418327284,0.7959171834405434,0.7790174143548602,0.6298438669252061,0.8516483516483516,0.9281909617845143,0.6733804983414345,0.793632354007276,0.09027208784823583,164
0.003195452690124512,0.00010014818035562631,0.0006488084793090821,4.24851003714566e-05,0.5,7,sigmoid,1e-05,"{'C': 0.5, 'degree': 7, 'kernel': 'sigmoid', 'tol': 1e-05}",0.43852900965351455,0.5976143046671969,0.5330017908890261,0.4913538149119954,0.5547001962252291,0.4327712674146304,0.4327712674146304,0.7337993857053428,0.20351933162035313,0.4947274449181537,0.49127878134200725,0.1297431189130158,190
0.001350736618041992,5.088058045657799e-05,0.00039691925048828124,1.0941204978616718e-05,0.5,9,linear,1e-05,"{'C': 0.5, 'degree': 9, 'kernel': 'linear', 'tol': 1e-05}",0.9302605094190635,0.8618916073713346,0.9270248108869579,0.7753298418327284,0.9281909617845143,0.9285714285714286,0.8516483516483516,0.8618916073713346,0.8516483516483516,0.9281909617845143,0.884464843231858,0.04976075398396833,28
0.0019991397857666016,8.709714925614752e-05,0.00048718452453613283,1.7239229571672594e-05,0.5,9,poly,1e-05,"{'C': 0.5, 'degree': 9, 'kernel': 'poly', 'tol': 1e-05}",0.9302605094190635,0.8618916073713346,0.85,0.7,0.9281909617845143,0.9285714285714286,0.7790174143548602,0.8516483516483516,0.9281909617845143,0.9281909617845143,0.8685962196718581,0.07428402201509085,113
