mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.12792985439300536,0.008464409548425509,0.014503169059753417,0.0016247255566756973,2,log2,320,"{'max_depth': 2, 'max_features': 'log2', 'n_estimators': 320}",0.9285714285714286,0.9629629629629629,0.8518518518518519,0.8518518518518519,0.8888888888888888,0.9259259259259259,0.8148148148148148,0.8888888888888888,0.9259259259259259,0.8888888888888888,0.8928571428571429,0.04228254830291682,51
0.18668248653411865,0.006568686009983533,0.014266490936279297,0.0017906640825586105,2,log2,480,"{'max_depth': 2, 'max_features': 'log2', 'n_estimators': 480}",0.8571428571428571,0.9259259259259259,0.8888888888888888,0.8518518518518519,0.9259259259259259,0.9259259259259259,0.8148148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8857142857142858,0.03446877772466103,56
0.24805207252502443,0.007414871147246042,0.023289036750793458,0.006863811106443017,2,log2,640,"{'max_depth': 2, 'max_features': 'log2', 'n_estimators': 640}",0.8928571428571429,0.9259259259259259,0.8888888888888888,0.8518518518518519,0.8888888888888888,0.9259259259259259,0.8148148148148148,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.8966931216931217,0.03983414602162844,50
0.4878459215164185,0.009052111217885588,0.04440586566925049,0.0067815400958004205,2,log2,1280,"{'max_depth': 2, 'max_features': 'log2', 'n_estimators': 1280}",0.9285714285714286,0.9259259259259259,0.8888888888888888,0.8518518518518519,0.9259259259259259,0.9259259259259259,0.8148148148148148,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.9002645502645503,0.04091644240169646,49
0.767464280128479,0.013332439739809812,0.056360697746276854,0.0011373421421425165,2,log2,2000,"{'max_depth': 2, 'max_features': 'log2', 'n_estimators': 2000}",0.8928571428571429,0.9259259259259259,0.8518518518518519,0.8518518518518519,0.8888888888888888,0.8888888888888888,0.8148148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8781746031746032,0.02910323460246828,61
0.03711333274841309,0.005783767182183916,0.014985251426696777,0.00120359987304889,2,sqrt,80,"{'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 80}",0.8571428571428571,0.9259259259259259,0.8148148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9259259259259259,0.8888888888888888,0.9259259259259259,0.8894179894179894,0.03256870560108445,52
0.06783771514892578,0.003261734492087972,0.013783884048461915,0.0016246780294792635,2,sqrt,160,"{'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 160}",0.9285714285714286,0.9259259259259259,0.9629629629629629,0.8518518518518519,0.9259259259259259,0.9259259259259259,0.8148148148148148,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.9076719576719577,0.04471525581531102,42
0.1309206485748291,0.007219192878334878,0.014754509925842286,0.001562512880756571,2,sqrt,320,"{'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 320}",0.9285714285714286,0.9259259259259259,0.8888888888888888,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8148148148148148,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9076719576719576,0.04471525581531102,45
0.20504341125488282,0.004139241237739987,0.01634531021118164,0.0061165900618578295,2,sqrt,480,"{'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 480}",0.9285714285714286,0.9259259259259259,0.8888888888888888,0.8518518518518519,0.9259259259259259,0.9259259259259259,0.8148148148148148,0.9259259259259259,0.9629629629629629,0.8888888888888888,0.903968253968254,0.04139260671420161,48
0.2611874580383301,0.005160708972123648,0.027536296844482423,0.004226753548408302,2,sqrt,640,"{'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 640}",0.9285714285714286,0.9629629629629629,0.8518518518518519,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8148148148148148,0.9259259259259259,0.9629629629629629,0.8888888888888888,0.9076719576719577,0.05047921302498531,42
0.5257821559906006,0.01037699458717399,0.04463512897491455,0.005546907982184679,2,sqrt,1280,"{'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 1280}",0.9285714285714286,0.9629629629629629,0.8888888888888888,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8148148148148148,0.9259259259259259,0.9629629629629629,0.8888888888888888,0.9113756613756614,0.047519737714040326,39
0.8307188987731934,0.021852860980591724,0.05340518951416016,0.004812923404737076,2,sqrt,2000,"{'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 2000}",0.9285714285714286,0.9259259259259259,0.8888888888888888,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8148148148148148,0.9259259259259259,0.9629629629629629,0.8888888888888888,0.9076719576719577,0.04471525581531102,42
0.03701469898223877,0.005476111389873131,0.014430022239685059,0.0014005388336928105,3,log2,80,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 80}",0.9642857142857143,0.9259259259259259,0.8518518518518519,0.8518518518518519,0.9259259259259259,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9075396825396826,0.03814687307528653,47
0.06973545551300049,0.005696432314097992,0.014298844337463378,0.0014324426889098124,3,log2,160,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 160}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8518518518518519,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9260582010582009,0.040694547095664974,30
0.13445146083831788,0.0031134515870992023,0.014661169052124024,0.0015028770240085962,3,log2,320,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 320}",0.9285714285714286,0.9629629629629629,0.8518518518518519,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.8888888888888888,0.9259259259259259,0.9259259259259259,0.9113756613756614,0.03788245246709186,39
0.1992905855178833,0.004028393636622839,0.016295719146728515,0.003451423460705418,3,log2,480,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 480}",0.9642857142857143,0.9259259259259259,0.8518518518518519,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.8888888888888888,0.9259259259259259,0.9259259259259259,0.9112433862433862,0.037953744064354984,41
0.2633026123046875,0.00579842419527681,0.02655160427093506,0.004077697305141593,3,log2,640,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 640}",0.9285714285714286,0.9629629629629629,0.8888888888888888,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8148148148148148,0.8888888888888888,0.9259259259259259,0.9259259259259259,0.9076719576719576,0.04471525581531102,45
0.5296496152877808,0.006971578817368803,0.0391791820526123,0.007564186710910267,3,log2,1280,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 1280}",0.9642857142857143,0.9629629629629629,0.8888888888888888,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9186507936507935,0.04003918218959076,38
0.8281319618225098,0.004988608347599172,0.056840252876281736,0.0023057117688631366,3,log2,2000,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 2000}",0.9642857142857143,0.9629629629629629,0.8888888888888888,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.9259259259259259,0.9260582010582011,0.03717119504165456,28
0.04351122379302978,0.005768425168456659,0.013303184509277343,0.001881669023752134,3,sqrt,80,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 80}",0.8928571428571429,0.9629629629629629,0.9629629629629629,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.9259259259259259,0.9263227513227514,0.0435024334629359,27
0.07776622772216797,0.003339426684259586,0.014260411262512207,0.0016711504241353153,3,sqrt,160,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 160}",0.9642857142857143,0.9629629629629629,0.8888888888888888,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9629629629629629,0.9259259259259259,0.9259259259259259,0.9260582010582009,0.03717119504165456,30
0.15642576217651366,0.005986939428290733,0.015012454986572266,0.0010898029159742226,3,sqrt,320,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 320}",0.9642857142857143,0.8888888888888888,0.8888888888888888,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8148148148148148,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9186507936507938,0.051966621983707245,35
0.22581949234008789,0.00458854507101064,0.016987156867980958,0.004056458068575473,3,sqrt,480,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 480}",0.9642857142857143,0.9259259259259259,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.8888888888888888,0.9629629629629629,0.9259259259259259,0.9186507936507937,0.04003918218959076,36
0.3005750894546509,0.00866872880029067,0.028657412528991698,0.002228919962153224,3,sqrt,640,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 640}",0.9285714285714286,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9298941798941801,0.04205017925164981,19
0.6084182262420654,0.020859192257510345,0.04145016670227051,0.0043656063195562315,3,sqrt,1280,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 1280}",0.9285714285714286,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9259259259259259,0.9298941798941799,0.0349216369905928,20
0.9457514762878418,0.025615666108072022,0.060024166107177736,0.0077083402109954045,3,sqrt,2000,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 2000}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.9629629629629629,0.9334656084656086,0.03639874207628814,11
0.04252445697784424,0.006094576826305141,0.014083671569824218,0.001575972293555349,4,log2,80,"{'max_depth': 4, 'max_features': 'log2', 'n_estimators': 80}",0.9642857142857143,0.9259259259259259,0.9629629629629629,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.9629629629629629,0.9297619047619048,0.04217254009008849,22
0.07246503829956055,0.006529941274036749,0.013955497741699218,0.0017208572106420493,4,log2,160,"{'max_depth': 4, 'max_features': 'log2', 'n_estimators': 160}",0.9642857142857143,0.9259259259259259,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9259259259259259,0.9259259259259259,0.8888888888888888,0.9186507936507937,0.032472130595606157,36
0.13965771198272706,0.004322765657954198,0.015517139434814453,0.0008682923558549101,4,log2,320,"{'max_depth': 4, 'max_features': 'log2', 'n_estimators': 320}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9259259259259259,0.9259259259259259,0.8888888888888888,0.9223544973544973,0.03509680789254546,33
0.21332645416259766,0.005003735560772769,0.020032978057861327,0.0053402147949943544,4,log2,480,"{'max_depth': 4, 'max_features': 'log2', 'n_estimators': 480}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9259259259259259,0.9334656084656083,0.03639874207628814,17
0.2824199914932251,0.004260593734505464,0.025574851036071777,0.003663303798624521,4,log2,640,"{'max_depth': 4, 'max_features': 'log2', 'n_estimators': 640}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9259259259259259,0.9259259259259259,1.0,0.9334656084656083,0.039990209392208986,17
0.5602363586425781,0.008853602126063884,0.04067509174346924,0.004159841861607455,4,log2,1280,"{'max_depth': 4, 'max_features': 'log2', 'n_estimators': 1280}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.9259259259259259,0.9297619047619048,0.03506887926149023,22
0.8740229129791259,0.008050279241865113,0.061148786544799806,0.004822608363419413,4,log2,2000,"{'max_depth': 4, 'max_features': 'log2', 'n_estimators': 2000}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9259259259259259,0.9259259259259259,0.9629629629629629,0.9297619047619048,0.03506887926149023,22
0.04756729602813721,0.0020131436745712025,0.014712333679199219,0.001603523069334459,4,sqrt,80,"{'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 80}",0.9642857142857143,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9629629629629629,0.9259259259259259,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.9259259259259259,0.9371693121693122,0.029047872031743055,4
0.08753035068511963,0.005152753497127299,0.014436101913452149,0.0016449158419285829,4,sqrt,160,"{'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 160}",0.9642857142857143,0.9629629629629629,0.8888888888888888,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8518518518518519,0.9259259259259259,0.9629629629629629,0.9629629629629629,0.9297619047619048,0.04530862567046909,22
0.17780539989471436,0.004200601843869673,0.014678645133972167,0.001575100288512438,4,sqrt,320,"{'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 320}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9259259259259259,0.9629629629629629,1.0,0.9408730158730159,0.04131581518791668,2
0.2605262517929077,0.005115070291366902,0.016779017448425294,0.004440486896108277,4,sqrt,480,"{'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 480}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.940873015873016,0.03785033899644118,1
0.3462510585784912,0.0032225529255122047,0.027414345741271974,0.004581361004964539,4,sqrt,640,"{'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 640}",0.9285714285714286,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9629629629629629,0.9259259259259259,1.0,0.9373015873015873,0.04067627002219759,3
0.691396427154541,0.01058923821075651,0.04210255146026611,0.002549452772508999,4,sqrt,1280,"{'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 1280}",0.9285714285714286,0.9259259259259259,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.9629629629629629,0.9298941798941799,0.0349216369905928,20
1.0917415618896484,0.010055683172915183,0.06824390888214112,0.006452748810128238,4,sqrt,2000,"{'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 2000}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.9629629629629629,0.9371693121693122,0.037315890912125636,4
0.036747169494628903,0.005515627495945255,0.015300536155700683,0.0011825934596964073,5,log2,80,"{'max_depth': 5, 'max_features': 'log2', 'n_estimators': 80}",0.8928571428571429,0.9259259259259259,0.9259259259259259,0.8888888888888888,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.8518518518518519,0.9629629629629629,1.0,0.918915343915344,0.04601977129411016,34
0.07374916076660157,0.005589731031141573,0.014245271682739258,0.0017650048796671778,5,log2,160,"{'max_depth': 5, 'max_features': 'log2', 'n_estimators': 160}",0.9642857142857143,0.9629629629629629,0.8888888888888888,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9297619047619048,0.042172540090088494,22
0.14480948448181152,0.00481263488699489,0.015095973014831543,0.0013049594870383984,5,log2,320,"{'max_depth': 5, 'max_features': 'log2', 'n_estimators': 320}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9629629629629629,0.9371693121693122,0.03343841042976011,4
0.21774668693542482,0.006015433015174373,0.01620473861694336,0.004086107338349576,5,log2,480,"{'max_depth': 5, 'max_features': 'log2', 'n_estimators': 480}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9334656084656086,0.039990209392208986,11
0.28592121601104736,0.007898662850541504,0.027571678161621094,0.0011580414938021327,5,log2,640,"{'max_depth': 5, 'max_features': 'log2', 'n_estimators': 640}",0.9285714285714286,0.9629629629629629,0.9629629629629629,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.8888888888888888,0.9259259259259259,1.0,0.9335978835978835,0.043154141068736614,9
0.5608409881591797,0.005400252999840127,0.044277501106262204,0.005164624097032191,5,log2,1280,"{'max_depth': 5, 'max_features': 'log2', 'n_estimators': 1280}",0.9642857142857143,0.9259259259259259,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.9260582010582011,0.03717119504165456,28
0.8826793432235718,0.010558001417955123,0.06159355640411377,0.006725168212639367,5,log2,2000,"{'max_depth': 5, 'max_features': 'log2', 'n_estimators': 2000}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9259259259259259,0.9259259259259259,0.9629629629629629,0.9334656084656086,0.03639874207628814,11
0.05359005928039551,0.004542140389683735,0.015594124794006348,0.0007643474628642947,5,sqrt,80,"{'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 80}",0.9285714285714286,0.8888888888888888,0.9629629629629629,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9259259259259259,0.9629629629629629,1.0,0.9335978835978835,0.043154141068736614,9
0.09901678562164307,0.006200906451964962,0.014009571075439453,0.001335683752716263,5,sqrt,160,"{'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 160}",0.9642857142857143,0.9259259259259259,0.9629629629629629,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9334656084656086,0.039990209392208986,11
0.1969165325164795,0.0054587906070588145,0.013908863067626953,0.0018862738684767319,5,sqrt,320,"{'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 320}",0.9642857142857143,0.9259259259259259,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.8888888888888888,0.9629629629629629,0.9259259259259259,0.9260582010582009,0.03717119504165456,30
0.28974435329437254,0.007606107334648848,0.018335723876953126,0.004592836841170151,5,sqrt,480,"{'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 480}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.9629629629629629,0.9371693121693122,0.037315890912125636,4
0.37905857563018797,0.0056917948485554265,0.02908291816711426,0.0016142940756178404,5,sqrt,640,"{'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 640}",0.9642857142857143,0.9629629629629629,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.9629629629629629,0.9371693121693122,0.037315890912125636,4
0.7805873394012451,0.014760439050054015,0.0442814826965332,0.0020035939336178797,5,sqrt,1280,"{'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 1280}",0.9642857142857143,0.9259259259259259,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.9629629629629629,0.9334656084656086,0.03639874207628814,11
1.2085696697235107,0.011036842868372419,0.0633080244064331,0.005858769622101552,5,sqrt,2000,"{'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 2000}",0.9642857142857143,0.9259259259259259,0.9259259259259259,0.8518518518518519,0.9629629629629629,0.9629629629629629,0.8888888888888888,0.9259259259259259,0.9629629629629629,0.9629629629629629,0.9334656084656086,0.03639874207628814,11
