experiment,model,seed,train_size,test_size,training_seconds,inference_seconds,preprocessing,parameters,accuracy,balanced_accuracy,precision,recall,specificity,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,author_printed_recall,author_printed_precision,author_printed_balanced_accuracy,author_printed_f1
A_author_cleaned_code_grid,KNN,0,271,68,0.0001596250003785,0.0004418750004333,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": -1, ""n_neighbors"": 2, ""p"": 2, ""weights"": ""distance""}",0.8970588235294118,0.8975588491717523,0.9166666666666666,0.8918918918918919,0.9032258064516128,0.9041095890410958,0.7933903061263571,0.931996512641674,0.9158284802247652,28,3,4,33,0.875,0.9032258064516128,0.8958333333333333,0.8888888888888888
A_author_cleaned_code_grid,KNN,1,271,68,0.0001625419999982,0.0006086659996071,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": -1, ""n_neighbors"": 2, ""p"": 2, ""weights"": ""distance""}",0.9558823529411764,0.9568439407149084,0.9375,0.967741935483871,0.945945945945946,0.9523809523809524,0.911702895636428,0.9973844812554492,0.9970043830605746,35,2,1,30,0.9722222222222222,0.945945945945946,0.9548611111111112,0.958904109589041
A_author_cleaned_code_grid,KNN,2,271,68,0.000170084000274,0.0004625000001396,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": -1, ""n_neighbors"": 2, ""p"": 2, ""weights"": ""distance""}",0.8970588235294118,0.8903508771929824,0.925925925925926,0.8333333333333334,0.9473684210526316,0.8771929824561403,0.7922527777036448,0.9263157894736842,0.923109243697479,36,2,5,25,0.8780487804878049,0.9473684210526316,0.9019873532068654,0.9113924050632911
A_author_cleaned_code_grid,KNN,3,271,68,0.0001526249998278,0.0004467090002435,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": -1, ""n_neighbors"": 2, ""p"": 2, ""weights"": ""distance""}",0.9411764705882352,0.9411764705882352,0.9166666666666666,0.9705882352941176,0.9117647058823528,0.9428571428571428,0.8838834764831844,0.9511245674740484,0.9249537515540976,31,3,1,33,0.96875,0.9117647058823528,0.9427083333333333,0.9393939393939394
A_author_cleaned_code_grid,KNN,4,271,68,0.0001698339992799,0.0004535419993771,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": -1, ""n_neighbors"": 2, ""p"": 2, ""weights"": ""distance""}",0.9264705882352942,0.9264705882352942,0.9393939393939394,0.9117647058823528,0.9411764705882352,0.9253731343283582,0.8533103351879247,0.9467993079584776,0.9173476407163348,32,2,3,31,0.9142857142857144,0.9411764705882352,0.9268398268398268,0.927536231884058
A_author_cleaned_code_grid,KNN,5,271,68,0.0001610840008652,0.0005269169996608,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": -1, ""n_neighbors"": 2, ""p"": 2, ""weights"": ""distance""}",0.8823529411764706,0.8823529411764706,0.8611111111111112,0.9117647058823528,0.8529411764705882,0.8857142857142857,0.7660323462854265,0.9506920415224912,0.9182756293646916,29,5,3,31,0.90625,0.8529411764705882,0.8836805555555556,0.8787878787878788
A_author_cleaned_code_grid,KNN,6,271,68,0.0001615409992155,0.0005601660004685,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": -1, ""n_neighbors"": 2, ""p"": 2, ""weights"": ""distance""}",0.9264705882352942,0.9268398268398268,0.9117647058823528,0.9393939393939394,0.9142857142857144,0.9253731343283582,0.8533103351879247,0.948917748917749,0.9366130180625862,32,3,2,31,0.9411764705882352,0.9142857142857144,0.9264705882352942,0.927536231884058
A_author_cleaned_code_grid,KNN,7,271,68,0.0001558750000185,0.0005654169999615,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": -1, ""n_neighbors"": 2, ""p"": 2, ""weights"": ""distance""}",0.8088235294117647,0.8090909090909091,0.7941176470588235,0.8181818181818182,0.8,0.8059701492537313,0.6179143806533247,0.8948051948051948,0.875295426058744,28,7,6,27,0.8235294117647058,0.8,0.8088235294117647,0.8115942028985508
A_author_cleaned_code_grid,KNN,8,271,68,0.0002243750004708,0.0005576659996222,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": -1, ""n_neighbors"": 2, ""p"": 2, ""weights"": ""distance""}",0.8970588235294118,0.8973684210526316,0.8709677419354839,0.9,0.8947368421052632,0.8852459016393442,0.7923080401387449,0.930701754385965,0.8760202088498235,34,4,3,27,0.918918918918919,0.8947368421052632,0.8949433304272014,0.9066666666666666
A_author_cleaned_code_grid,KNN,9,271,68,0.0001635409998925,0.0008797079999567,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": -1, ""n_neighbors"": 2, ""p"": 2, ""weights"": ""distance""}",0.9117647058823528,0.9098143236074272,0.9230769230769232,0.9230769230769232,0.896551724137931,0.9230769230769232,0.8196286472148541,0.9310344827586208,0.9217374579754704,26,3,3,36,0.896551724137931,0.896551724137931,0.9098143236074271,0.896551724137931
F_TableS2_fixed_parameters,KNN,0,271,68,0.0002187500003856,0.0109459169998444,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": 2, ""n_neighbors"": 3, ""p"": 2, ""weights"": ""uniform""}",0.9264705882352942,0.9272013949433304,0.9444444444444444,0.918918918918919,0.935483870967742,0.9315068493150684,0.8525466008813926,0.9559721011333916,0.9433845610316198,29,2,3,34,0.90625,0.935483870967742,0.9253472222222222,0.9206349206349206
F_TableS2_fixed_parameters,KNN,1,271,68,0.0001632080002309,0.0003761660000236,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": 2, ""n_neighbors"": 3, ""p"": 2, ""weights"": ""uniform""}",0.9558823529411764,0.9568439407149084,0.9375,0.967741935483871,0.945945945945946,0.9523809523809524,0.911702895636428,0.993025283347864,0.9880999213217938,35,2,1,30,0.9722222222222222,0.945945945945946,0.9548611111111112,0.958904109589041
F_TableS2_fixed_parameters,KNN,2,271,68,0.0001510829997641,0.0003571249999367,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": 2, ""n_neighbors"": 3, ""p"": 2, ""weights"": ""uniform""}",0.9264705882352942,0.9166666666666669,1.0,0.8333333333333334,1.0,0.9090909090909092,0.8581573914656516,0.9324561403508772,0.9288795518207285,38,0,5,25,0.8837209302325582,1.0,0.9418604651162791,0.9382716049382716
F_TableS2_fixed_parameters,KNN,3,271,68,0.0001530829995317,0.0003515829994285,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": 2, ""n_neighbors"": 3, ""p"": 2, ""weights"": ""uniform""}",0.8970588235294118,0.8970588235294117,0.8648648648648649,0.9411764705882352,0.8529411764705882,0.9014084507042254,0.797227103732615,0.9666955017301038,0.9462759550994844,29,5,2,32,0.935483870967742,0.8529411764705882,0.9001743679163035,0.8923076923076924
F_TableS2_fixed_parameters,KNN,4,271,68,0.0001458339993405,0.0003497090001474,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": 2, ""n_neighbors"": 3, ""p"": 2, ""weights"": ""uniform""}",0.8823529411764706,0.8823529411764706,0.8611111111111112,0.9117647058823528,0.8529411764705882,0.8857142857142857,0.7660323462854265,0.9329584775086506,0.8877450980392156,29,5,3,31,0.90625,0.8529411764705882,0.8836805555555556,0.8787878787878788
F_TableS2_fixed_parameters,KNN,5,271,68,0.0001444580002498,0.0003477090003798,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": 2, ""n_neighbors"": 3, ""p"": 2, ""weights"": ""uniform""}",0.9117647058823528,0.9117647058823528,0.9117647058823528,0.9117647058823528,0.9117647058823528,0.9117647058823528,0.8235294117647058,0.9472318339100346,0.906653255009254,31,3,3,31,0.9117647058823528,0.9117647058823528,0.9117647058823529,0.9117647058823529
F_TableS2_fixed_parameters,KNN,6,271,68,0.0001688339998509,0.0004112079996048,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": 2, ""n_neighbors"": 3, ""p"": 2, ""weights"": ""uniform""}",0.9411764705882352,0.9402597402597402,0.967741935483871,0.9090909090909092,0.9714285714285714,0.9375,0.8835848317596354,0.9528138528138528,0.955981610630567,34,1,3,30,0.918918918918919,0.9714285714285714,0.9433304272013949,0.9444444444444444
F_TableS2_fixed_parameters,KNN,7,271,68,0.0001489579999542,0.0003574170004867,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": 2, ""n_neighbors"": 3, ""p"": 2, ""weights"": ""uniform""}",0.8529411764705882,0.8528138528138528,0.8484848484848485,0.8484848484848485,0.8571428571428571,0.8484848484848485,0.7056277056277056,0.8935064935064936,0.8660017113671303,30,5,5,28,0.8571428571428571,0.8571428571428571,0.8528138528138528,0.8571428571428571
F_TableS2_fixed_parameters,KNN,8,271,68,0.000151041999743,0.0003443750001679,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": 2, ""n_neighbors"": 3, ""p"": 2, ""weights"": ""uniform""}",0.9117647058823528,0.9175438596491228,0.8529411764705882,0.9666666666666668,0.868421052631579,0.90625,0.8292884288627292,0.9535087719298244,0.9248627450980392,33,5,1,29,0.9705882352941176,0.868421052631579,0.9117647058823529,0.9166666666666666
F_TableS2_fixed_parameters,KNN,9,271,68,0.0001494159996582,0.0003387919996384,none,"{""algorithm"": ""auto"", ""leaf_size"": 10, ""metric"": ""minkowski"", ""metric_params"": null, ""n_jobs"": 2, ""n_neighbors"": 3, ""p"": 2, ""weights"": ""uniform""}",0.9117647058823528,0.9098143236074272,0.9230769230769232,0.9230769230769232,0.896551724137931,0.9230769230769232,0.8196286472148541,0.9500442086648984,0.9434980237893807,26,3,3,36,0.896551724137931,0.896551724137931,0.9098143236074271,0.896551724137931
A_author_cleaned_code_grid,LR,0,271,68,0.0044690000004266,0.0001029999993988,none,"{""C"": 6, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 5000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",0.9411764705882352,0.940714908456844,0.945945945945946,0.945945945945946,0.935483870967742,0.945945945945946,0.8814298169136879,0.993025283347864,0.9947034947034944,29,2,2,35,0.935483870967742,0.935483870967742,0.9407149084568439,0.9354838709677419
A_author_cleaned_code_grid,LR,1,271,68,0.0037369580004451,8.670800070831319e-05,none,"{""C"": 6, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 5000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",0.9558823529411764,0.9594594594594594,0.9117647058823528,1.0,0.918918918918919,0.953846153846154,0.9153348228041136,0.992153443766347,0.990337989941914,34,3,0,31,1.0,0.918918918918919,0.9558823529411764,0.9577464788732394
A_author_cleaned_code_grid,LR,2,271,68,0.0035617500006992,8.416699984081788e-05,none,"{""C"": 6, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 5000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",0.9852941176470588,0.9833333333333334,1.0,0.9666666666666668,1.0,0.9830508474576272,0.9705051993061872,1.0,1.0,38,0,1,29,0.9743589743589745,1.0,0.9871794871794872,0.987012987012987
A_author_cleaned_code_grid,LR,3,271,68,0.0034549160000096,9.837500056164572e-05,none,"{""C"": 6, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 5000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",0.9558823529411764,0.9558823529411764,0.9696969696969696,0.9411764705882352,0.9705882352941176,0.9552238805970148,0.9121593238215746,0.9948096885813148,0.9950433244550893,33,1,2,32,0.9428571428571428,0.9705882352941176,0.9562770562770563,0.9565217391304348
