status,version,author_source,base_classifier,cv,api,issue_score_definition,threshold,intersection,author_only,reproduction_only,agreement_rate,author_retained,reproduction_retained,reproduction_positive,reproduction_negative
INDEPENDENT_RECONSTRUCTION_NOT_EXACT_AUTHOR_REPRODUCTION,2.7.0,not publicly provided,LogisticRegression(max_iter=5000),"StratifiedKFold(5, shuffle=True, random_state=0)",cross_val_predict + find_label_issues(filter_by=prune_by_noise_rate),self_confidence: lower is more suspicious,CleanLab default; no manual tuning,333,6,20,0.9380952380952381,339,353,170,183
